"","idhous99","idpers_new","idpers","sex","birthm","birthy","age","marstat","intlang","religion","disrel_fr","health","work","income","cfriends","reading","inchild","children","education","fath15","moth15","stepp15","sib15","inear15","ocfath15","edufath","mthwk15","ocmth15","edumth","fathpol","mothpol"
"1560",120601,1,12060102,"woman",4,1947,52,"married","french","protestant or reformed church","","very well","active occupied",77350,4,"every day",0,2,"university/postgrad","yes","yes","inapplicable","yes","father","technicians and associate professionals",15,"no","service workers, market sales workers","high school","no particular tendency","no particular tendency"
"1561",120661,1,12066102,"woman",3,1946,53,"married","french","protestant or reformed church","","so, so (average)","not in labor force",-4,12,"never",0,1,"university/postgrad","no","yes","inapplicable","yes","mother","craft and related trades workers",1,"yes","elementary occupations","compulsory or less","innaplicable","innaplicable"
"1562",120681,1,12068101,"woman",11,1938,61,"married","french","roman catholic","","so, so (average)","not in labor force",-4,4,"every day",0,2,"compulsory or less","yes","yes","inapplicable","yes","mother","craft and related trades workers",NA,"yes","technicians and associate professionals","compulsory or less","innaplicable","innaplicable"
"1563",120731,1,12073102,"woman",9,1952,47,"married","french","protestant or reformed church","never","well","not in labor force",-4,12,"every day",1,2,"general training/apprenticeship","yes","yes","inapplicable","yes","father","craft and related trades workers",3,"yes","craft and related trades workers","general training/apprenticeship","left","left"
"1564",120791,1,12079102,"woman",12,1950,49,"married","french","roman catholic","never","so, so (average)","active occupied",30940,NA,"never",0,3,"compulsory or less","no","yes","inapplicable","no","a guardian","skilled agricultural and fishery workers",NA,"no",NA,"compulsory or less","left","left"
"1565",120831,1,12083101,"woman",12,1918,81,"divorced","french","roman catholic","","well","not in labor force",-2,28,"never",0,2,"compulsory or less","no","no","inapplicable","no","a guardian",NA,NA,"no",NA,NA,"other","other"
"1566",120881,1,12088101,"woman",12,1950,49,"single, never married","french","protestant or reformed church","never","so, so (average)","active occupied",39984,20,"every day",0,0,"compulsory or less","yes","yes","inapplicable","yes","father","service workers, market sales workers",NA,"no","service workers, market sales workers",NA,"other","no particular tendency"
"1567",120901,1,12090102,"woman",8,1947,52,"married","french","protestant or reformed church","never","so, so (average)","not in labor force",-2,4,"every day",0,2,"compulsory or less","no","yes","inapplicable","no","mother","craft and related trades workers",1,"yes","craft and related trades workers","compulsory or less","centre","centre"
"1568",120911,1,12091102,"woman",8,1939,60,"married","french","protestant or reformed church","never","well","not in labor force",-2,1,"every day",1,1,"domestic science course, 1yr","yes","no","inapplicable","no","father","legislators, senior officials, managers",3,"no",NA,"high school","other","other"
"1569",120961,1,12096102,"woman",3,1953,46,"married","french","roman catholic","","well","not in labor force",-2,NA,"at least once a week",4,4,"compulsory or less","yes","yes","inapplicable","yes","father","technicians and associate professionals",3,"no",NA,"compulsory or less","centre","no particular tendency"
"1570",120991,1,12099102,"woman",10,1932,67,"married","french","roman catholic","","well","not in labor force",-4,1,"every day",0,2,"high school","yes","yes","inapplicable","yes","father","elementary occupations",3,"no","technicians and associate professionals","high school","right","right"
"1571",121061,1,12106102,"woman",4,1943,56,"married","french","roman catholic","never","well","active occupied",-5,2,"every day",1,2,"high school","yes","yes","inapplicable","yes","father","service workers, market sales workers",5,"no",NA,"high school","right","right"
"1572",121211,1,12121102,"woman",5,1933,66,"married","french","protestant or reformed church","","so, so (average)","not in labor force",24204,NA,"every day",1,2,"compulsory or less","yes","yes","inapplicable","yes","father","skilled agricultural and fishery workers",1,"yes",NA,"compulsory or less","innaplicable","innaplicable"
"1573",121281,1,12128102,"woman",7,1952,47,"married","french","protestant or reformed church","","very well","active occupied",-2,8,"every day",1,1,"high school","yes","yes","inapplicable","yes","father","craft and related trades workers",3,"no",NA,"compulsory or less","no particular tendency","no particular tendency"
"1574",121431,1,12143101,"woman",8,1948,51,"widower/widow","french","roman catholic","never","so, so (average)","not in labor force",59690.4,4,"at least once a week",0,2,"compulsory or less","yes","yes","inapplicable","yes","both equally","craft and related trades workers",3,"yes","craft and related trades workers",NA,"innaplicable","innaplicable"
"1575",121441,1,12144102,"woman",8,1952,47,"married","french","other","never","very well","active occupied",-4,12,"every day",0,0,"general training/apprenticeship","yes","yes","inapplicable","yes","both equally","elementary occupations",1,"yes","craft and related trades workers","compulsory or less","no particular tendency","no particular tendency"
"1576",121471,1,12147102,"woman",2,1929,70,"married","french","protestant or reformed church","","well","not in labor force",20736,2,"every day",0,3,"high school","yes","yes","inapplicable","yes","both equally","craft and related trades workers",3,"yes","elementary occupations","compulsory or less","left","no particular tendency"
"1577",121511,1,12151101,"woman",9,1934,65,"divorced","french","protestant or reformed church","","well","not in labor force",-4,4,"at least once a month",0,3,"compulsory or less","yes","yes","inapplicable","yes","father","elementary occupations",1,"no",NA,"compulsory or less","innaplicable","innaplicable"
"1578",121551,1,12155101,"woman",11,1946,53,"married","french","roman catholic","","well","not in labor force",-2,NA,"every day",1,2,"compulsory or less","yes","yes","inapplicable","yes","father","skilled agricultural and fishery workers",1,"no",NA,"compulsory or less","innaplicable","innaplicable"
"1579",121611,1,12161102,"woman",2,1936,63,"married","french","protestant or reformed church","","well","not in labor force",-8,4,"every day",0,2,"compulsory or less","yes","yes","inapplicable","no","father","legislators, senior officials, managers",3,"no","craft and related trades workers","general training/apprenticeship","centre","centre"
"1580",121671,1,12167102,"woman",7,1953,46,"divorced","french","roman catholic","","very well","not in labor force",-2,28,"every day",1,3,"compulsory or less","yes","yes","inapplicable","yes","father","service workers, market sales workers",1,"yes","legislators, senior officials, managers","general training/apprenticeship","left","no particular tendency"
"1581",121691,1,12169102,"woman",2,1953,46,"married","french","roman catholic","","well","active occupied",20800,12,"every day",3,3,"general training/apprenticeship","yes","yes","inapplicable","yes","father","service workers, market sales workers",1,"no","service workers, market sales workers","general training/apprenticeship","right","no particular tendency"
"1582",121771,1,12177102,"woman",12,1943,56,"married","french","roman catholic","","very well","active occupied",37128,12,"every day",0,2,"domestic science course, 1yr","yes","yes","inapplicable","yes","father","skilled agricultural and fishery workers",3,"yes","technicians and associate professionals","high school","right","right"
"1583",121791,1,12179101,"woman",12,1947,52,"widower/widow","french","roman catholic","never","well","active occupied",16900,4,"every day",1,2,"domestic science course, 1yr","yes","yes","inapplicable","yes","father","technicians and associate professionals",1,"yes","service workers, market sales workers","compulsory or less","right","right"
"1584",121801,1,12180101,"woman",12,1930,69,"divorced","french","protestant or reformed church","","very well","not in labor force",-2,8,"every day",0,5,"general training/apprenticeship","yes","yes","inapplicable","yes","both equally","craft and related trades workers",3,"yes","craft and related trades workers","general training/apprenticeship","right","right"
"1585",121811,1,12181102,"woman",12,1953,46,"married","french","protestant or reformed church","never","very well","active occupied",30000,4,"every day",1,1,"general training/apprenticeship","yes","yes","inapplicable","yes","father","skilled agricultural and fishery workers",1,"yes","skilled agricultural and fishery workers","compulsory or less","innaplicable","innaplicable"
"1586",122031,1,12203102,"woman",1,1947,52,"married","french","roman catholic","never","well","active occupied",-2,4,"every day",0,1,"compulsory or less","yes","yes","inapplicable","yes","both equally","technicians and associate professionals",5,"yes","technicians and associate professionals","compulsory or less","innaplicable","innaplicable"
